TF	Target	rank	confidence	stroke	stroke-width	stroke-dasharray
Stat4	Rhbdf1	-0.77049	-0.24642	rgb(164,184,226)	1.1	2,2
Stat5b	Foxp1	-0.77049	-0.18199	rgb(178,193,224)	1.1	2,2
Twist1	Map3k5	0.77049	0.20525	rgb(219,178,178)	1.8833	2,2
Zbtb7b	Ccdc92	0.77049	0.37675	rgb(221,145,146)	1.8833	2,2
Atmin	Ppp1cc	-0.77049	-0.22801	rgb(168,187,226)	1.1	2,2
Csrnp1	Abca1	0.77049	0.22873	rgb(220,173,174)	1.8833	2,2
Fbxl19	Ptprs	0.77049	0.62062	rgb(224, 98,100)	1.8833	2,2
Klf11	Zeb1	0.77049	0.35163	rgb(221,150,151)	1.8833	2,2
Ncoa1	Tnnt2	-0.77049	-0.22734	rgb(168,187,226)	1.1	2,2
Scml4	Cd84	0.77049	0.43945	rgb(222,133,134)	1.8833	2,2
Tal2	Tmem19	0.77049	0.52173	rgb(223,117,118)	1.8833	2,2
Zbtb46	Cd44	0.77049	0.42432	rgb(222,136,137)	1.8833	2,2
Zfp280b	Irf4	0.77049	0.25337	rgb(220,169,169)	1.8833	2,2
Zfp280b	Tacc2	0.77049	0.30015	rgb(220,160,160)	1.8833	2,2
Zfp334	Rai14	0.77049	0.20977	rgb(219,177,177)	1.8833	None
Zfp385a	Ptp4a3	0.77049	0.68501	rgb(225, 86, 88)	1.8833	2,2
Zfp53	Dhcr24	-0.77049	-0.53362	rgb(101,147,237)	1.1	2,2
Zfp629	Rab21	-0.77049	-0.39041	rgb(132,165,232)	1.1	2,2
Zfp790	Cebpg	0.77049	0.38539	rgb(221,143,144)	1.8833	2,2
Zfp831	Slc16a6	-0.77049	-0.1496	rgb(185,197,223)	1.1	2,2
Ahr	Picalm	0.7541	0.3524	rgb(221,150,150)	1.875	2,2
Atf5	Pdxp	-0.7541	-0.17038	rgb(180,195,223)	1.1083	2,2
Bbx	Nfyb	0.7541	0.28611	rgb(220,162,163)	1.875	2,2
Bcl11b	Rexo4	-0.7541	-0.40926	rgb(128,163,233)	1.1083	2,2
Bcl6	Nfkb1	-0.7541	-0.35788	rgb(139,170,231)	1.1083	2,2
Cdc5l	Ppic	0.7541	0.39719	rgb(221,141,142)	1.875	None
Cebpg	Traf6	0.7541	0.49638	rgb(222,122,123)	1.875	2,2
Csda_Ybx2	Pxmp2	0.7541	0.57262	rgb(223,108,109)	1.875	2,2
Cux1	Ormdl1	0.7541	0.377	rgb(221,145,146)	1.875	2,2
Dbp	Cdk5r1	0.7541	0.36062	rgb(221,148,149)	1.875	2,2
Dbp	Nedd9	0.7541	0.46571	rgb(222,128,129)	1.875	2,2
E2f1	Slc16a6	0.7541	0.12261	rgb(218,194,194)	1.875	2,2
Ebf1	Arhgef3	0.7541	0.25536	rgb(220,168,169)	1.875	2,2
Egr1	Ggct	0.7541	0.45579	rgb(222,130,131)	1.875	2,2
Egr1	Uqcrq	0.7541	0.51876	rgb(223,118,119)	1.875	2,2
Elk3	L1cam	0.7541	0.37809	rgb(221,145,146)	1.875	2,2
Esrra	Cd86	0.7541	0.1486	rgb(219,189,189)	1.875	2,2
Etv5	Auh	-0.7541	-0.4894	rgb(111,152,236)	1.1083	2,2
Fli1	Ank1	-0.7541	-0.11103	rgb(193,202,221)	1.1083	2,2
Fosl1	Itgb7	0.7541	0.36534	rgb(221,147,148)	1.875	2,2
Fosl2	Rgs16	0.7541	0.1521	rgb(219,188,188)	1.875	2,2
Foxf2	Dbt	0.7541	0.46441	rgb(222,128,129)	1.875	2,2
Foxj1	Tmem43	0.7541	0.69745	rgb(225, 84, 85)	1.875	2,2
Gata2	Zeb1	0.7541	0.26576	rgb(220,166,167)	1.875	2,2
Gli1	Rgs16	0.7541	0.11586	rgb(218,195,195)	1.875	2,2
Gzf1	Nfkbie	0.7541	0.20569	rgb(219,178,178)	1.875	2,2
Hhex	Ptger4	0.7541	0.35016	rgb(221,150,151)	1.875	2,2
Hif3a	Gnpda1	0.7541	0.16839	rgb(219,185,185)	1.875	2,2
Hmg20b	Dlst	0.7541	0.31008	rgb(220,158,158)	1.875	2,2
Hmg20b	Gusb	0.7541	0.5738	rgb(223,107,109)	1.875	2,2
Hsf2	Hsd17b7	0.7541	0.18895	rgb(219,181,181)	1.875	2,2
Insm1	Ppp1cc	0.7541	0.15492	rgb(219,187,188)	1.875	2,2
Irf7	Tspyl4	0.7541	0.20561	rgb(219,178,178)	1.875	2,2
Jund	Syne1	0.7541	0.4936	rgb(222,123,124)	1.875	2,2
Klf12	Srpk1	-0.7541	-0.43251	rgb(123,160,233)	1.1083	2,2
Klf13	Tbxa2r	0.7541	0.47303	rgb(222,127,128)	1.875	2,2
Klf2	Foxp1	0.7541	0.18813	rgb(219,181,181)	1.875	2,2
Maf	Ctla2b	0.7541	0.34497	rgb(221,151,152)	1.875	2,2
Mxi1	Rcl1	0.7541	0.48437	rgb(222,124,125)	1.875	2,2
Nfat5	Wipf1	0.7541	0.35002	rgb(221,150,151)	1.875	2,2
Nfatc2	Cyth1	-0.7541	-0.15825	rgb(183,196,223)	1.1083	2,2
Nfatc2	Itpr1	0.7541	0.25363	rgb(220,169,169)	1.875	2,2
Nfatc2	Runx2	0.7541	0.2453	rgb(220,170,171)	1.875	2,2
Nfia	Mgll	-0.7541	-0.32895	rgb(146,174,229)	1.1083	2,2
Nfkb1	Ncf1	0.7541	0.26902	rgb(220,166,166)	1.875	2,2
Nkx3-1	Ggct	0.7541	0.38753	rgb(221,143,144)	1.875	2,2
Npas4	Ivd	-0.7541	-0.27126	rgb(158,181,227)	1.1083	2,2
Nr1i3	Glipr1	-0.7541	-0.68692	rgb( 68,126,243)	1.1083	2,2
Nr4a2	Gja1	-0.7541	-0.25838	rgb(161,183,227)	1.1083	2,2
Nr4a3	Pdcd1	0.7541	0.36483	rgb(221,147,148)	1.875	2,2
Otx1	Tnf	0.7541	0.30409	rgb(220,159,160)	1.875	2,2
Pou2f2	Klf4	0.7541	0.31751	rgb(220,156,157)	1.875	2,2
Pou2f2	Vrk2	0.7541	0.21697	rgb(219,176,176)	1.875	2,2
Rreb1	Qprt	0.7541	0.26523	rgb(220,166,167)	1.875	2,2
Six1	Csnk1e	-0.7541	-0.23758	rgb(165,186,226)	1.1083	2,2
Smad3	Ctla2a	0.7541	0.60556	rgb(224,101,103)	1.875	2,2
Smad3	Trps1	0.7541	0.46593	rgb(222,128,129)	1.875	2,2
Sp2	Ppic	0.7541	0.31478	rgb(220,157,158)	1.875	2,2
Sp3	Gimap7	0.7541	0.37772	rgb(221,145,146)	1.875	2,2
Sp3	Nedd4	0.7541	0.47311	rgb(222,127,128)	1.875	2,2
Stat1	Gbp2	0.7541	0.51354	rgb(223,119,120)	1.875	2,2
Stat1	Plagl1	0.7541	0.26466	rgb(220,166,167)	1.875	2,2
Stat2	Gbp2	0.7541	0.48458	rgb(222,124,125)	1.875	2,2
Stat3	Abcg2	-0.7541	-0.26701	rgb(159,182,227)	1.1083	2,2
Stat3	Etv6	0.7541	0.60003	rgb(224,102,104)	1.875	2,2
Tcf4	Fam83g	0.7541	0.38963	rgb(221,143,143)	1.875	2,2
Tcf7l2	Prkca	0.7541	0.37118	rgb(221,146,147)	1.875	2,2
Tead3	Xpnpep1	-0.7541	-0.25807	rgb(161,183,227)	1.1083	2,2
Thra	Fam114a2	-0.7541	-0.45126	rgb(119,157,234)	1.1083	2,2
Trerf1	Mapkbp1	0.7541	0.35116	rgb(221,150,151)	1.875	2,2
Zbtb33	Rbpj	0.7541	0.40421	rgb(221,140,141)	1.875	2,2
Zbtb7b	Klf13	0.7541	0.36522	rgb(221,147,148)	1.875	2,2
Zbtb7c	Nfyb	-0.7541	-0.2882	rgb(154,179,228)	1.1083	None
Zfp105	Ercc5	-0.7541	-0.2775	rgb(157,180,228)	1.1083	2,2
Zfp105	Rbpj	0.7541	0.41683	rgb(222,137,138)	1.875	2,2
Zfp219	Kcna3	0.7541	0.46668	rgb(222,128,129)	1.875	2,2
Zfp281	Slfn2	-0.7541	-0.12703	rgb(189,200,222)	1.1083	2,2
Zfx	Auh	-0.7541	-0.74685	rgb( 55,118,245)	1.1083	2,2
Zic2	Rhbdf1	0.7541	0.2785	rgb(220,164,164)	1.875	None
Adnp	Rraga	0.7541	0.36882	rgb(221,147,147)	1.875	2,2
Aebp2	Adarb1	0.7541	0.36591	rgb(221,147,148)	1.875	2,2
Ankzf1	Pdxp	0.7541	0.17706	rgb(219,183,184)	1.875	2,2
Dr1	Herc4	0.7541	0.14234	rgb(219,190,190)	1.875	2,2
Drap1	Uqcrq	0.7541	0.52476	rgb(223,117,118)	1.875	2,2
Dzip1	Rpgrip1	0.7541	0.29091	rgb(220,161,162)	1.875	2,2
Foxp2	Stk4	0.7541	0.16585	rgb(219,185,186)	1.875	2,2
Mbnl2	Bid	-0.7541	-0.32404	rgb(147,174,229)	1.1083	2,2
Mbnl2	Hvcn1	0.7541	0.18003	rgb(219,183,183)	1.875	2,2
Ncoa2	Stk4	0.7541	0.12152	rgb(218,194,194)	1.875	2,2
Plscr1	Chac1	0.7541	0.35191	rgb(221,150,150)	1.875	2,2
Plscr1	Slc1a4	0.7541	0.16679	rgb(219,185,185)	1.875	2,2
Rbck1	Dnajc21	-0.7541	-0.44193	rgb(121,159,234)	1.1083	2,2
Scml4	Cd1d1	0.7541	0.29075	rgb(220,161,162)	1.875	2,2
Tal2	Acsl5	0.7541	0.34598	rgb(221,151,152)	1.875	2,2
Tet2	Nck2	0.7541	0.27623	rgb(220,164,165)	1.875	2,2
Tfdp2	Rabggta	-0.7541	-0.25742	rgb(161,183,227)	1.1083	2,2
Zeb2	Plekho1	-0.7541	-0.19193	rgb(175,192,224)	1.1083	2,2
Zfp277	Mgll	-0.7541	-0.27801	rgb(157,180,228)	1.1083	2,2
Zfp277	Ppp1r10	-0.7541	-0.21942	rgb(169,188,225)	1.1083	2,2
Zfp296	Hspa4l	-0.7541	-0.2793	rgb(156,180,228)	1.1083	2,2
Zfp341	Tnfrsf1a	0.7541	0.37643	rgb(221,145,146)	1.875	None
Zfp429	Kifc3	-0.7541	-0.36247	rgb(138,169,231)	1.1083	2,2
Zfp64	Fbxw2	-0.7541	-0.32709	rgb(146,174,229)	1.1083	2,2
Zfp831	Sh3gl3	0.7541	0.14767	rgb(219,189,189)	1.875	2,2
Zfp831	Tns1	0.7541	0.22063	rgb(219,175,175)	1.875	2,2
Zfp944	L1cam	0.7541	0.35788	rgb(221,149,149)	1.875	2,2
Zhx2	Slc39a8	-0.7541	-0.23901	rgb(165,185,226)	1.1083	2,2
Arntl2	Mpzl2	-0.7377	-0.17652	rgb(179,194,224)	1.1167	2,2
Batf	Arhgap12	0.7377	0.57301	rgb(223,108,109)	1.8667	2,2
Batf	Bid	-0.7377	-0.34094	rgb(143,172,230)	1.1167	2,2
Batf	Lrmp	-0.7377	-0.32541	rgb(146,174,229)	1.1167	2,2
Batf	Picalm	0.7377	0.49225	rgb(222,123,124)	1.8667	2,2
Batf	Trps1	0.7377	0.31393	rgb(220,157,158)	1.8667	2,2
Bbx	Snx11	-0.7377	-0.33472	rgb(144,173,230)	1.1167	2,2
Bcl11b	Rgs16	-0.7377	-0.11564	rgb(192,202,221)	1.1167	2,2
Bcl6	Enah	0.7377	0.2677	rgb(220,166,166)	1.8667	2,2
Cebpb	Hemk1	0.7377	0.40331	rgb(221,140,141)	1.8667	2,2
Cebpg	Inhba	0.7377	0.22958	rgb(220,173,174)	1.8667	2,2
Cebpg	Lpxn	0.7377	0.60332	rgb(224,102,103)	1.8667	2,2
Creb3l2	Tacc2	0.7377	0.25248	rgb(220,169,169)	1.8667	2,2
Creb5	Mcoln2	0.7377	0.19237	rgb(219,180,181)	1.8667	2,2
E2f1	Nudt6	0.7377	0.19433	rgb(219,180,180)	1.8667	2,2
Ebf1	B3gnt2	0.7377	0.21235	rgb(219,176,177)	1.8667	2,2
Ebf1	Spry1	0.7377	0.40187	rgb(221,140,141)	1.8667	2,2
Egr1	Ick	0.7377	0.39127	rgb(221,142,143)	1.8667	2,2
Egr1	Rpgrip1	0.7377	0.26047	rgb(220,167,168)	1.8667	2,2
Egr1	Syce2	0.7377	0.61731	rgb(224, 99,100)	1.8667	2,2
Elk3	Tle1	0.7377	0.38301	rgb(221,144,145)	1.8667	2,2
Epas1	Dhcr7	0.7377	0.59423	rgb(224,104,105)	1.8667	2,2
Erg	Tyms	-0.7377	-0.65944	rgb( 74,130,242)	1.1167	2,2
Ets1	Il2ra	0.7377	0.39232	rgb(221,142,143)	1.8667	2,2
Fos	Ctsb	0.7377	0.36982	rgb(221,146,147)	1.8667	2,2
Fos	Dusp14	0.7377	0.31094	rgb(220,158,158)	1.8667	2,2
Fosl1	Ccnd3	0.7377	0.58805	rgb(223,105,106)	1.8667	2,2
Fosl2	Fbxo2	0.7377	0.49083	rgb(222,123,124)	1.8667	2,2
Foxa1	Slc1a4	-0.7377	-0.17836	rgb(178,193,224)	1.1167	None
Foxc1	Gimap7	-0.7377	-0.37417	rgb(136,168,231)	1.1167	2,2
Foxj1	Abhd4	0.7377	0.58941	rgb(223,104,106)	1.8667	2,2
Foxj1	Mfge8	0.7377	0.43838	rgb(222,133,134)	1.8667	2,2
Foxp3	Xrcc5	-0.7377	-0.28505	rgb(155,179,228)	1.1167	2,2
Glis2	Marcksl1	0.7377	0.15781	rgb(219,187,187)	1.8667	2,2
Glis3	Tnfrsf12a	0.7377	0.29413	rgb(220,161,161)	1.8667	2,2
Hlf	Igfbp7	0.7377	0.20883	rgb(219,177,178)	1.8667	2,2
Hlx	Rpl24	0.7377	0.17235	rgb(219,184,184)	1.8667	2,2
Hmga1_Hmga1-rs1	Runx2	0.7377	0.21117	rgb(219,177,177)	1.8667	2,2
Hmx3	Calcrl	0.7377	0.10773	rgb(218,196,197)	1.8667	2,2
Hsf1	Rcsd1	-0.7377	-0.24579	rgb(164,185,226)	1.1167	2,2
Irf7	Akap12	0.7377	0.35029	rgb(221,150,151)	1.8667	2,2
Irf9	Cmas	0.7377	0.37348	rgb(221,146,146)	1.8667	2,2
Jun	Creb3l2	0.7377	0.29299	rgb(220,161,162)	1.8667	2,2
Junb	Cxcl10	-0.7377	-0.25598	rgb(161,183,227)	1.1167	2,2
Klf12	Nxn	0.7377	0.34077	rgb(221,152,153)	1.8667	2,2
Klf12	Pmm1	0.7377	0.67071	rgb(224, 89, 90)	1.8667	2,2
Klf13	Slc9a3r1	0.7377	0.56777	rgb(223,109,110)	1.8667	2,2
Klf5	Uqcrq	-0.7377	-0.6069	rgb( 85,137,240)	1.1167	2,2
Lcor	Itpr1	-0.7377	-0.24555	rgb(164,185,226)	1.1167	2,2
Maf	Myo10	0.7377	0.15792	rgb(219,187,187)	1.8667	2,2
Maf	Ppp1r10	-0.7377	-0.26309	rgb(160,182,227)	1.1167	2,2
Maff	Cxcl10	0.7377	0.32601	rgb(221,155,155)	1.8667	2,2
Maff	Il7r	0.7377	0.31762	rgb(220,156,157)	1.8667	2,2
Mafg	Arid3a	-0.7377	-0.32622	rgb(146,174,229)	1.1167	2,2
Mxi1	Celf2	-0.7377	-0.27358	rgb(158,181,227)	1.1167	2,2
Myc	Ets1	-0.7377	-0.39699	rgb(131,165,232)	1.1167	2,2
Nfe2l2	Ptpn2	0.7377	0.35988	rgb(221,148,149)	1.8667	2,2
Nfia	Gypc	0.7377	0.33076	rgb(221,154,154)	1.8667	None
Nfkb2	Phldb1	0.7377	0.41092	rgb(222,139,139)	1.8667	2,2
Nr2f1	Icam1	-0.7377	-0.57071	rgb( 93,142,239)	1.1167	2,2
Nr2f6	Eea1	0.7377	0.22664	rgb(219,174,174)	1.8667	2,2
Nr4a3	Antxr2	0.7377	0.15263	rgb(219,188,188)	1.8667	2,2
Pou6f1	Ccl20	0.7377	0.36793	rgb(221,147,147)	1.8667	2,2
Pou6f1	Eif4e3	0.7377	0.55545	rgb(223,111,112)	1.8667	2,2
Pparg	Ptpn2	-0.7377	-0.40672	rgb(129,163,232)	1.1167	2,2
Rela	Evi2a	0.7377	0.34668	rgb(221,151,151)	1.8667	2,2
Rest	Ggta1	0.7377	0.48194	rgb(222,125,126)	1.8667	2,2
Rfx1	Ift57	0.7377	0.29498	rgb(220,161,161)	1.8667	2,2
Rfx2	Oxct1	0.7377	0.61267	rgb(224,100,101)	1.8667	None
Rfx3	Gripap1	-0.7377	-0.64854	rgb( 76,131,242)	1.1167	2,2
Rfx7	Rai14	0.7377	0.16738	rgb(219,185,185)	1.8667	2,2
Rreb1	Lta	-0.7377	-0.26137	rgb(160,182,227)	1.1167	2,2
Runx1	Cd44	0.7377	0.34749	rgb(221,151,151)	1.8667	2,2
Runx2	Aig1	0.7377	0.49998	rgb(222,122,123)	1.8667	2,2
Sall4	Dusp22	0.7377	0.21821	rgb(219,175,176)	1.8667	2,2
Six1	Acsl5	0.7377	0.22866	rgb(220,173,174)	1.8667	2,2
Six1	Ermp1	0.7377	0.21798	rgb(219,175,176)	1.8667	2,2
Sox13	Gja1	-0.7377	-0.21205	rgb(171,189,225)	1.1167	2,2
Sox13	Osbpl2	-0.7377	-0.15438	rgb(183,197,223)	1.1167	2,2
Sox4	Tbx21	-0.7377	-0.20604	rgb(172,190,225)	1.1167	2,2
Sox6	Basp1	0.7377	0.23285	rgb(220,173,173)	1.8667	2,2
Sox6	Rabgap1l	0.7377	0.37506	rgb(221,145,146)	1.8667	2,2
Sp3	Pgm1	0.7377	0.21736	rgb(219,175,176)	1.8667	2,2
Stat1	Alpk2	0.7377	0.53976	rgb(223,114,115)	1.8667	2,2
Stat1	Il18r1	0.7377	0.33818	rgb(221,152,153)	1.8667	2,2
Stat3	Mllt3	-0.7377	-0.31589	rgb(148,175,229)	1.1167	2,2
Stat4	Parp6	0.7377	0.29734	rgb(220,160,161)	1.8667	2,2
Tbx21	Smox	0.7377	0.34292	rgb(221,152,152)	1.8667	2,2
Tcf7l2	Arf1	-0.7377	-0.33442	rgb(144,173,230)	1.1167	2,2
Tcf7l2	Frmd4b	-0.7377	-0.48308	rgb(112,153,235)	1.1167	2,2
Thra	Eea1	0.7377	0.243	rgb(220,171,171)	1.8667	2,2
Twist1	Acss1	0.7377	0.39931	rgb(221,141,142)	1.8667	2,2
Zbtb33	Eif4e3	-0.7377	-0.52236	rgb(104,148,237)	1.1167	2,2
Zbtb7b	Nfat5	0.7377	0.85313	rgb(226, 54, 56)	1.8667	2,2
Zeb1	Rabgap1l	0.7377	0.42488	rgb(222,136,137)	1.8667	2,2
Zfp148	Chst15	0.7377	0.20519	rgb(219,178,178)	1.8667	2,2
Zfp182	Inhba	0.7377	0.24079	rgb(220,171,171)	1.8667	2,2
Zfp281	Ctsb	-0.7377	-0.53023	rgb(102,147,237)	1.1167	None
Zfp523	Angptl4	0.7377	0.2471	rgb(220,170,170)	1.8667	2,2
Atmin	Slc7a3	0.7377	0.22636	rgb(219,174,174)	1.8667	2,2
Cggbp1	Cd1d1	0.7377	0.22054	rgb(219,175,175)	1.8667	2,2
Klf10	Aqp3	0.7377	0.58315	rgb(223,106,107)	1.8667	2,2
Mxd1	App	0.7377	0.14606	rgb(219,189,189)	1.8667	2,2
Ovol2	Sgip1	0.7377	0.30554	rgb(220,159,159)	1.8667	2,2
Skil	Dhcr7	-0.7377	-0.56158	rgb( 95,143,238)	1.1167	2,2
Thap2	Slc29a3	0.7377	0.39259	rgb(221,142,143)	1.8667	2,2
Tsc22d1	Dzip1	0.7377	0.26588	rgb(220,166,167)	1.8667	2,2
Zfp184	Maoa	0.7377	0.42668	rgb(222,136,136)	1.8667	2,2
Zfp277	Lbh	0.7377	0.47414	rgb(222,126,127)	1.8667	2,2
Zfp277	Stard5	0.7377	0.38784	rgb(221,143,144)	1.8667	2,2
Zfp280b	Gnpda1	0.7377	0.20037	rgb(219,179,179)	1.8667	2,2
Zfp280b	Nudt6	0.7377	0.1495	rgb(219,188,189)	1.8667	2,2
Zfp280b	Rhbdf1	0.7377	0.20933	rgb(219,177,177)	1.8667	2,2
Zfp354c	Cog6	0.7377	0.20028	rgb(219,179,179)	1.8667	None
Zfp362	Dhcr7	0.7377	0.5015	rgb(223,121,122)	1.8667	2,2
Zfp362	Mvp	-0.7377	-0.30036	rgb(152,177,228)	1.1167	2,2
Zfp395	Pltp	-0.7377	-0.24844	rgb(163,184,226)	1.1167	2,2
Zfp398	Dnmt3b	0.7377	0.4571	rgb(222,130,131)	1.8667	None
Zfp667	Cog6	0.7377	0.13792	rgb(219,191,191)	1.8667	2,2
Zfp831	Arhgdig	-0.7377	-0.44934	rgb(119,158,234)	1.1167	2,2
Zhx2	Plekha1	0.7377	0.33299	rgb(221,153,154)	1.8667	2,2
Ar	Sra1	0.72131	0.74104	rgb(225, 75, 77)	1.8583	2,2
Batf	Ahnak	0.72131	0.39644	rgb(221,141,142)	1.8583	2,2
Batf	Gja1	0.72131	0.18405	rgb(219,182,182)	1.8583	2,2
Batf	Tnfsf8	-0.72131	-0.46217	rgb(117,156,235)	1.125	2,2
Bbx	Tiparp	0.72131	0.47669	rgb(222,126,127)	1.8583	2,2
Bhlhe40	Znrf1	0.72131	0.79102	rgb(226, 66, 67)	1.8583	None
Cebpb	Myd88	-0.72131	-0.61859	rgb( 83,135,241)	1.125	2,2
Cebpg	Igf2bp3	-0.72131	-0.16716	rgb(181,195,223)	1.125	2,2
Creb1	Erc1	-0.72131	-0.25776	rgb(161,183,227)	1.125	2,2
Crem	Dusp14	-0.72131	-0.25059	rgb(163,184,227)	1.125	2,2
Crem	Nlgn2	-0.72131	-0.29648	rgb(153,178,228)	1.125	2,2
Dbp	Adora2a	0.72131	0.25941	rgb(220,167,168)	1.8583	2,2
Dbp	Hexim1	0.72131	0.36504	rgb(221,147,148)	1.8583	2,2
Deaf1	Sh3kbp1	0.72131	0.38377	rgb(221,144,144)	1.8583	2,2
E2f4	Cdkn2c	0.72131	0.43365	rgb(222,134,135)	1.8583	2,2
E2f4	Tpst1	0.72131	0.39509	rgb(221,142,142)	1.8583	2,2
Egr2	Ccl20	0.72131	0.36035	rgb(221,148,149)	1.8583	None
Egr4	Rnh1	-0.72131	-0.47151	rgb(115,155,235)	1.125	2,2
Elf1	Mboat7	-0.72131	-0.75045	rgb( 54,118,246)	1.125	2,2
Elf1	Zfpm1	-0.72131	-0.82488	rgb( 38,108,248)	1.125	2,2
Elk3	Wdr1	0.72131	0.72133	rgb(225, 79, 81)	1.8583	2,2
Eomes	Tmem173	0.72131	0.29909	rgb(220,160,160)	1.8583	2,2
Esr1	Myo6	0.72131	0.16477	rgb(219,186,186)	1.8583	2,2
Ets1	Pde6d	0.72131	0.37948	rgb(221,145,145)	1.8583	2,2
Ets1	Tspan6	0.72131	0.52364	rgb(223,117,118)	1.8583	2,2
Etv6	Icam2	0.72131	0.53318	rgb(223,115,116)	1.8583	2,2
Fos	Abcg2	0.72131	0.18707	rgb(219,181,182)	1.8583	2,2
Fosb	R3hdm1	0.72131	0.602	rgb(224,102,103)	1.8583	2,2
Fosl1	Piwil2	0.72131	0.34337	rgb(221,151,152)	1.8583	2,2
Fosl2	Cndp2	0.72131	0.23923	rgb(220,171,172)	1.8583	2,2
Foxf2	Kdm2b	0.72131	0.5295	rgb(223,116,117)	1.8583	2,2
Foxo3	Ahnak	0.72131	0.38785	rgb(221,143,144)	1.8583	2,2
Foxp3	Rasgrp2	0.72131	0.469	rgb(222,127,128)	1.8583	2,2
Foxq1	Trat1	0.72131	0.52359	rgb(223,117,118)	1.8583	2,2
Gata3	Tex15	0.72131	0.2611	rgb(220,167,168)	1.8583	2,2
Gli1	Herc4	-0.72131	-0.14079	rgb(186,198,222)	1.125	None
Hhex	Cndp2	-0.72131	-0.25871	rgb(161,183,227)	1.125	2,2
Hif1a	Pgam1	0.72131	0.54006	rgb(223,114,115)	1.8583	2,2
Hmg20b	Tnnt2	0.72131	0.14869	rgb(219,189,189)	1.8583	2,2
Hsf1	Lrmp	-0.72131	-0.33938	rgb(143,172,230)	1.125	2,2
Irf4	Pdcd1lg2	0.72131	0.55229	rgb(223,112,113)	1.8583	2,2
Irf4	Slfn2	0.72131	0.14157	rgb(219,190,190)	1.8583	2,2
Irf5	Isg20	0.72131	0.45554	rgb(222,130,131)	1.8583	2,2
Irf8	Nedd9	0.72131	0.42925	rgb(222,135,136)	1.8583	2,2
Irf9	Adarb1	-0.72131	-0.29106	rgb(154,179,228)	1.125	2,2
Jdp2	Nfkb1	0.72131	0.31047	rgb(220,158,158)	1.8583	2,2
Jun	Wwtr1	0.72131	0.19273	rgb(219,180,181)	1.8583	2,2
Klf10_Klf11	Dhcr24	0.72131	0.31475	rgb(220,157,158)	1.8583	2,2
Klf4	Sertad1	0.72131	0.47463	rgb(222,126,127)	1.8583	2,2
Klf4	Trib3	0.72131	0.56288	rgb(223,109,111)	1.8583	2,2
Maf	Dnmt3b	-0.72131	-0.26096	rgb(160,183,227)	1.125	2,2
Mafg	Tox	0.72131	0.223	rgb(219,174,175)	1.8583	2,2
Mlxipl	Tacc2	0.72131	0.24426	rgb(220,170,171)	1.8583	2,2
Myt1l	Abhd6	0.72131	0.20578	rgb(219,178,178)	1.8583	2,2
Nfat5	Celf2	0.72131	0.31096	rgb(220,158,158)	1.8583	2,2
Nfe2	Fyn	0.72131	0.18706	rgb(219,181,182)	1.8583	2,2
Nfe2	Slc3a2	0.72131	0.2285	rgb(220,173,174)	1.8583	2,2
Nfic	Tnfrsf1a	0.72131	0.22059	rgb(219,175,175)	1.8583	2,2
Nkx1-2	Prkca	0.72131	0.33018	rgb(221,154,155)	1.8583	2,2
Nr1d1	Ski	0.72131	0.55034	rgb(223,112,113)	1.8583	2,2
Nr3c2	Cxcl10	0.72131	0.2615	rgb(220,167,168)	1.8583	2,2
Nr3c2	Mpzl2	-0.72131	-0.098296	rgb(196,204,221)	1.125	2,2
Nr4a2	Sytl2	0.72131	0.51967	rgb(223,118,119)	1.8583	2,2
Pknox1	Acvr1b	0.72131	0.27724	rgb(220,164,165)	1.8583	2,2
Pou6f1	Procr	0.72131	0.30479	rgb(220,159,159)	1.8583	2,2
Prdm1	Ikzf4	-0.72131	-0.59265	rgb( 88,139,240)	1.125	2,2
Rarg	Ermp1	-0.72131	-0.18439	rgb(177,193,224)	1.125	2,2
Rbpj	Hemk1	-0.72131	-0.33594	rgb(144,173,230)	1.125	2,2
Rest	Trip10	0.72131	0.52778	rgb(223,116,117)	1.8583	2,2
Rfx2	Nln	0.72131	0.33532	rgb(221,153,154)	1.8583	2,2
Rora	Kcnmb4	0.72131	0.14145	rgb(219,190,190)	1.8583	2,2
Rreb1	Tsc22d1	0.72131	0.61054	rgb(224,100,102)	1.8583	2,2
Rxra	Nme4	0.72131	0.43788	rgb(222,133,134)	1.8583	2,2
Six4	Adarb1	0.72131	0.28635	rgb(220,162,163)	1.8583	2,2
Smad3	Nt5e	0.72131	0.70859	rgb(225, 82, 83)	1.8583	2,2
Smad3	Ptprj	0.72131	0.28759	rgb(220,162,163)	1.8583	2,2
Smad3	Txk	0.72131	0.56701	rgb(223,109,110)	1.8583	2,2
Snai2	Cd5l	-0.72131	-0.65385	rgb( 75,131,242)	1.125	2,2
Sox13	St3gal1	0.72131	0.22358	rgb(219,174,175)	1.8583	2,2
Sp3	Actn1	-0.72131	-0.43552	rgb(122,160,234)	1.125	2,2
Sp4	Cdkn2c	0.72131	0.42224	rgb(222,136,137)	1.8583	2,2
Sp5_Sp6	Rpn1	0.72131	0.24983	rgb(220,169,170)	1.8583	None
Srebf1	Timd2	0.72131	0.26025	rgb(220,167,168)	1.8583	2,2
Srebf2	Lrrfip1	0.72131	0.4106	rgb(222,139,139)	1.8583	2,2
Srf	Pigb	-0.72131	-0.60901	rgb( 85,137,240)	1.125	2,2
