TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Foxn3	Ryr1	-0.45063	48.57	-5.7E-01	rgb( 93,141,239)	1.9531	2,2
Nfia	Ctnnal1	0.45063	48.57	0.568	rgb(223,108,110)	1.9531	2,2
Nr3c1	Map3k8	0.45063	48.57	0.566	rgb(223,109,110)	1.9531	None
Rel	Fut8	0.45063	48.57	0.569	rgb(223,108,110)	1.9531	2,2
Trerf1	Tns4	0.45063	48.57	0.569	rgb(223,108,109)	1.9531	2,2
Aebp1	Acot6	0.45063	48.57	0.566	rgb(223,109,110)	1.9531	2,2
Nkrf	Aldoc	-0.45063	48.57	-5.7E-01	rgb( 93,141,239)	1.9531	2,2
Tet2	Klrd1	-0.45063	48.57	-5.7E-01	rgb( 94,142,239)	1.9531	2,2
Egr4	Elovl2	0.44902	48.56	0.556	rgb(223,111,112)	1.9529	None
Elf1	Grap	0.44902	48.56	0.558	rgb(223,110,111)	1.9529	None
Gfi1	Ctnna1	0.44902	48.56	0.56	rgb(223,110,111)	1.9529	2,2
Irf4	Ddit4l	0.44902	48.56	0.558	rgb(223,110,111)	1.9529	None
Mafg	Sult2b1	0.44902	48.56	0.557	rgb(223,111,112)	1.9529	2,2
Plag1	Ms4a4c	-0.44902	48.56	-5.6E-01	rgb( 96,143,238)	1.9529	2,2
Snai3	1700009P17Rik	-0.44902	48.56	-5.6E-01	rgb( 96,143,238)	1.9529	2,2
Stat3	Nes	-0.44902	48.56	-5.6E-01	rgb( 95,143,238)	1.9529	None
Zic5	Mapk14	0.44902	48.56	0.565	rgb(223,109,110)	1.9529	None
Zscan10	Ckmt1	-0.44902	48.56	-5.6E-01	rgb( 95,143,238)	1.9529	2,2
Cggbp1	Dclre1a	-0.44902	48.56	-5.6E-01	rgb( 95,143,238)	1.9529	2,2
Klf10	Pter	-0.44902	48.56	-5.6E-01	rgb( 95,143,238)	1.9529	2,2
L3mbtl3	Tmigd1	-0.44902	48.56	-5.6E-01	rgb( 96,143,238)	1.9529	2,2
Plscr1	Proz	-0.44902	48.56	-5.6E-01	rgb( 95,143,238)	1.9529	2,2
Zfp277	Tmc6	-0.44902	48.56	-5.6E-01	rgb( 96,143,238)	1.9529	2,2
Zfp575	Nags	0.44902	48.56	0.563	rgb(223,109,111)	1.9529	2,2
Ikzf5	Syde1	0.44741	48.55	0.549	rgb(223,112,113)	1.9527	2,2
Nr1d1	Havcr1	0.44741	48.55	0.551	rgb(223,112,113)	1.9527	2,2
Nr3c1	Rps6ka3	-0.44741	48.55	-5.5E-01	rgb( 97,144,238)	1.9527	None
Ppara	Ddit4	0.44741	48.55	0.546	rgb(223,113,114)	1.9527	2,2
Six5	Krt222	0.44741	48.55	0.546	rgb(223,113,114)	1.9527	2,2
Tcf4	Ltb	0.44741	48.55	0.55	rgb(223,112,113)	1.9527	2,2
Thap1	Dusp12	0.44741	48.55	0.554	rgb(223,111,112)	1.9527	None
Zfp148	Pxmp2	-0.44741	48.55	-5.5E-01	rgb( 98,144,238)	1.9527	None
Zhx1	Mab21l3	-0.44741	48.55	-5.5E-01	rgb( 98,145,238)	1.9527	2,2
Aebp1	Hspg2	0.44741	48.55	0.551	rgb(223,112,113)	1.9527	2,2
Cxxc5	Shisa2	0.44741	48.55	0.546	rgb(223,113,114)	1.9527	2,2
Dpf1	Erap1	-0.44741	48.55	-5.5E-01	rgb( 97,144,238)	1.9527	2,2
Skil	Ppp1r13l	-0.44741	48.55	-5.5E-01	rgb( 97,144,238)	1.9527	2,2
St18	Glt28d2	0.44741	48.55	0.553	rgb(223,111,113)	1.9527	2,2
Zfp260	Camk2n1	0.44741	48.55	0.547	rgb(223,112,114)	1.9527	2,2
Zfp629	Slc19a2	-0.44741	48.55	-5.5E-01	rgb( 97,144,238)	1.9527	2,2
E2f1	Dcxr	-0.44581	48.54	-5.4E-01	rgb(100,146,237)	1.9525	2,2
Egr4	Malt1	0.44581	48.54	0.542	rgb(223,113,115)	1.9525	None
Ets1	Ccl25	0.44581	48.54	0.538	rgb(223,114,115)	1.9525	None
Hlx	Tnfsf10	0.44581	48.54	0.536	rgb(223,115,116)	1.9525	None
Hoxd11	Papolg	0.44581	48.54	0.536	rgb(223,115,116)	1.9525	None
Mafb	Wnt10a	-0.44581	48.54	-5.4E-01	rgb(100,146,238)	1.9525	2,2
Myb	Actn1	-0.44581	48.54	-5.4E-01	rgb(100,146,237)	1.9525	2,2
Myc	Ttbk2	-0.44581	48.54	-5.4E-01	rgb(100,146,237)	1.9525	2,2
Rbpj	Fas	0.44581	48.54	0.543	rgb(223,113,114)	1.9525	None
Rreb1	Tmem181b-ps	0.44581	48.54	0.537	rgb(223,114,115)	1.9525	None
Trp53	Ddit4l	0.44581	48.54	0.541	rgb(223,114,115)	1.9525	2,2
Zfp148	Tet3	0.44581	48.54	0.544	rgb(223,113,114)	1.9525	None
Skil	Pmepa1	0.44581	48.54	0.536	rgb(223,115,116)	1.9525	2,2
Trps1	Map4k4	0.44581	48.54	0.537	rgb(223,114,115)	1.9525	2,2
Zfp277	Ppme1	-0.44581	48.54	-5.4E-01	rgb( 99,145,238)	1.9525	2,2
Zfp827	Trpm1	0.44581	48.54	0.536	rgb(223,115,116)	1.9525	2,2
Zfpm1	Thap4	0.44581	48.54	0.541	rgb(223,114,115)	1.9525	2,2
Bhlhe40	Apol9a	0.4442	48.53	0.526	rgb(223,117,118)	1.9523	2,2
Creb3l1	Hipk4	-0.4442	48.53	-5.3E-01	rgb(102,147,237)	1.9523	2,2
Creb5	Vps54	-0.4442	48.53	-5.3E-01	rgb(102,147,237)	1.9523	2,2
Fli1	Eno3	-0.4442	48.53	-5.3E-01	rgb(102,147,237)	1.9523	None
Foxa1	Rassf3	0.4442	48.53	0.528	rgb(223,116,117)	1.9523	None
Foxs1	Gbp10	0.4442	48.53	0.533	rgb(223,115,116)	1.9523	2,2
Hhex	Sirpa	0.4442	48.53	0.529	rgb(223,116,117)	1.9523	2,2
Maff	Slc7a3	0.4442	48.53	0.526	rgb(223,117,118)	1.9523	2,2
Rest	P4hb	0.4442	48.53	0.53	rgb(223,116,117)	1.9523	None
Rxra	Nrcam	0.4442	48.53	0.526	rgb(223,117,118)	1.9523	2,2
Smad3	Wnt10a	-0.4442	48.53	-5.3E-01	rgb(101,146,237)	1.9523	2,2
Tet1	Gfra1	0.4442	48.53	0.527	rgb(223,116,117)	1.9523	2,2
Usf2	Actn2	0.4442	48.53	0.534	rgb(223,115,116)	1.9523	None
Usf2	Otud1	0.4442	48.53	0.531	rgb(223,116,117)	1.9523	None
Atmin	Dock11	0.4442	48.53	0.53	rgb(223,116,117)	1.9523	2,2
Csrnp1	Ppp1r3b	0.4442	48.53	0.529	rgb(223,116,117)	1.9523	2,2
Mbd6	Arhgap33	0.4442	48.53	0.533	rgb(223,115,116)	1.9523	2,2
St18	Tmprss11e	0.4442	48.53	0.526	rgb(223,116,118)	1.9523	2,2
Thap7	Ap3b1	-0.4442	48.53	-5.3E-01	rgb(102,147,237)	1.9523	2,2
Zfp120	Polr3b	-0.4442	48.53	-5.3E-01	rgb(103,147,237)	1.9523	2,2
Zfp28	Cdkl5	-0.4442	48.53	-5.3E-01	rgb(102,147,237)	1.9523	2,2
Zfp808	Raph1	0.4442	48.53	0.533	rgb(223,115,116)	1.9523	2,2
Sp6	Lgmn	0.4442	48.53	0.357	rgb(221,149,149)	1.9523	None
Cebpb	Kctd12	0.44259	48.52	0.522	rgb(223,117,118)	1.9521	None
Fosl2	Sytl2	0.44259	48.52	0.516	rgb(223,119,120)	1.9521	None
Foxh1	Cetn4	-0.44259	48.52	-5.2E-01	rgb(104,148,237)	1.9521	2,2
Glis2	Bcl11b	-0.44259	48.52	-5.2E-01	rgb(104,148,237)	1.9521	2,2
Irf9	Wls	0.44259	48.52	0.516	rgb(223,118,119)	1.9521	None
Jdp2	Tnfaip8	-0.44259	48.52	-5.2E-01	rgb(105,149,237)	1.9521	None
Klf12	Xpnpep1	0.44259	48.52	0.523	rgb(223,117,118)	1.9521	None
Klf4	Bsn	0.44259	48.52	0.516	rgb(223,118,120)	1.9521	None
Klf4	Fbxo2	0.44259	48.52	0.525	rgb(223,117,118)	1.9521	None
Klf7	Wipi1	0.44259	48.52	0.517	rgb(223,118,119)	1.9521	None
Sox4	Fam83g	-0.44259	48.52	-5.2E-01	rgb(105,149,237)	1.9521	2,2
Xbp1	Amdhd1	0.44259	48.52	0.519	rgb(223,118,119)	1.9521	2,2
Aebp2	Dock3	0.44259	48.52	0.518	rgb(223,118,119)	1.9521	2,2
Atmin	Bcl2l1	0.44259	48.52	0.517	rgb(223,118,119)	1.9521	2,2
Dach2	Cd93	0.44259	48.52	0.516	rgb(223,118,120)	1.9521	2,2
Foxp1	5430421N21Rik	-0.44259	48.52	-5.2E-01	rgb(105,149,237)	1.9521	2,2
Ovol2	Zfp532	0.44259	48.52	0.523	rgb(223,117,118)	1.9521	2,2
Sgsm2	Abca1	-0.44259	48.52	-5.2E-01	rgb(105,149,237)	1.9521	2,2
Zfp260	Bend3	-0.44259	48.52	-5.2E-01	rgb(104,148,237)	1.9521	2,2
Zfp296	Lgals3bp	0.44259	48.52	0.521	rgb(223,118,119)	1.9521	2,2
Zfp516	1110057K04Rik	-0.44259	48.52	-5.2E-01	rgb(105,149,237)	1.9521	2,2
Zfp605	Gkap1	0.44259	48.52	0.524	rgb(223,117,118)	1.9521	2,2
Zfp608	Rassf8	0.44259	48.52	0.524	rgb(223,117,118)	1.9521	2,2
Zfp768	Itgb5	0.44259	48.52	0.523	rgb(223,117,118)	1.9521	2,2
Zfp9	Stmn4	0.44259	48.52	0.517	rgb(223,118,119)	1.9521	2,2
Zkscan17	Lin54	0.44259	48.52	0.524	rgb(223,117,118)	1.9521	2,2
Sp6	Clcnkb	0.44259	48.52	0.357	rgb(221,149,149)	1.9521	None
Zfp369	Cxcl10	0.44259	48.52	0.357	rgb(221,149,149)	1.9521	2,2
Cebpb	Tmem86a	0.44098	48.51	0.511	rgb(223,119,120)	1.9519	None
Egr1	Mt1	0.44098	48.51	0.507	rgb(223,120,121)	1.9519	None
Egr2	Gsta4	0.44098	48.51	0.511	rgb(223,119,120)	1.9519	2,2
Ets1	Rps6ka2	-0.44098	48.51	-5.1E-01	rgb(107,150,236)	1.9519	2,2
Foxa1	Syne1	0.44098	48.51	0.512	rgb(223,119,120)	1.9519	2,2
Foxq1	Ccdc28b	0.44098	48.51	0.505	rgb(223,121,122)	1.9519	None
Foxq1	Jak3	-0.44098	48.51	-5.1E-01	rgb(106,150,236)	1.9519	2,2
Gabpa	Enpp1	-0.44098	48.51	-5.1E-01	rgb(107,150,236)	1.9519	2,2
Gli3	Nrp2	-0.44098	48.51	-5.1E-01	rgb(105,149,237)	1.9519	2,2
Klf5	Usp22	0.44098	48.51	0.508	rgb(223,120,121)	1.9519	None
Sox6	Sesn3	0.44098	48.51	0.509	rgb(223,120,121)	1.9519	None
Sp3	S1pr2	0.44098	48.51	0.513	rgb(223,119,120)	1.9519	None
Thrb	Zcchc12	0.44098	48.51	0.509	rgb(223,120,121)	1.9519	2,2
Zfp263	Aen	-0.44098	48.51	-5.1E-01	rgb(107,150,236)	1.9519	None
Akna	C2cd3	0.44098	48.51	0.513	rgb(223,119,120)	1.9519	2,2
Hmgb3	Mapk6	-0.44098	48.51	-5.1E-01	rgb(107,150,236)	1.9519	2,2
Mtf2	Dctn4	-0.44098	48.51	-5.1E-01	rgb(107,150,236)	1.9519	2,2
Skil	Zbtb4	0.44098	48.51	0.508	rgb(223,120,121)	1.9519	2,2
Zfp526	Pdhx	-0.44098	48.51	-5.1E-01	rgb(106,149,236)	1.9519	2,2
Zfp68	Pfas	-0.44098	48.51	-5.1E-01	rgb(107,150,236)	1.9519	2,2
Zfp946	Tal2	0.44098	48.51	0.513	rgb(223,119,120)	1.9519	2,2
Tfdp2	Tm9sf4	0.44098	48.51	0.357	rgb(221,149,149)	1.9519	2,2
Deaf1	Thbs3	-0.43938	48.5	-5.0E-01	rgb(108,150,236)	1.9517	2,2
Dmrt1	Tnfrsf10b	-0.43938	48.5	-5.0E-01	rgb(109,151,236)	1.9517	2,2
Irf4	Plekhg5	-0.43938	48.5	-5.0E-01	rgb(110,152,236)	1.9517	None
Jund	Ablim2	0.43938	48.5	0.496	rgb(222,122,123)	1.9517	None
Mga	Pgf	0.43938	48.5	0.498	rgb(222,122,123)	1.9517	2,2
Nfil3	Tns1	-0.43938	48.5	-5.0E-01	rgb(108,151,236)	1.9517	2,2
Rreb1	Notch2	0.43938	48.5	0.5	rgb(223,121,122)	1.9517	2,2
Spib	Rcor2	-0.43938	48.5	-5.0E-01	rgb(109,151,236)	1.9517	2,2
Srebf2	Hdac9	-0.43938	48.5	-5.0E-01	rgb(109,151,236)	1.9517	None
Tcf12	Cttn	0.43938	48.5	0.504	rgb(223,121,122)	1.9517	None
Tead3	Ada	-0.43938	48.5	-5.0E-01	rgb(109,151,236)	1.9517	2,2
Twist1	Hs3st6	0.43938	48.5	0.5	rgb(223,121,122)	1.9517	2,2
Zeb1	Spry4	-0.43938	48.5	-5.0E-01	rgb(110,152,236)	1.9517	2,2
Casz1	Fundc2	-0.43938	48.5	-5.0E-01	rgb(109,151,236)	1.9517	2,2
Foxp2	Tmem98	0.43938	48.5	0.497	rgb(222,122,123)	1.9517	2,2
Mxd1	B430306N03Rik	0.43938	48.5	0.502	rgb(223,121,122)	1.9517	2,2
Ncoa1	Krt6b	0.43938	48.5	0.496	rgb(222,122,123)	1.9517	2,2
Ovol2	Siah3	0.43938	48.5	0.505	rgb(223,121,122)	1.9517	2,2
Satb1	Wnt3	-0.43938	48.5	-5.0E-01	rgb(107,150,236)	1.9517	2,2
Sp6	Lepre1	0.43938	48.5	0.501	rgb(223,121,122)	1.9517	2,2
Thap3	Polr3b	-0.43938	48.5	-5.0E-01	rgb(109,151,236)	1.9517	2,2
Zfp109	Gm10584	0.43938	48.5	0.496	rgb(222,122,123)	1.9517	2,2
Zfp287	A830010M20Rik	0.43938	48.5	0.503	rgb(223,121,122)	1.9517	2,2
Zfp362	Rimklb	0.43938	48.5	0.502	rgb(223,121,122)	1.9517	2,2
Zfp420	Gys1	-0.43938	48.5	-5.0E-01	rgb(110,152,236)	1.9517	2,2
Zfp429	Ifi202b	-0.43938	48.5	-5.0E-01	rgb(109,151,236)	1.9517	2,2
Zfp473	Muc1	0.43938	48.5	0.497	rgb(222,122,123)	1.9517	2,2
Zfp57	Acy3	0.43938	48.5	0.496	rgb(222,122,123)	1.9517	2,2
Zfp870	Anapc1	0.43938	48.5	0.501	rgb(223,121,122)	1.9517	2,2
Zfp9	Ccr3	0.43938	48.5	0.504	rgb(223,121,122)	1.9517	2,2
Zik1	Qprt	-0.43938	48.5	-5.0E-01	rgb(110,152,236)	1.9517	2,2
Cebpg	Utf1	-0.43777	48.49	-4.9E-01	rgb(111,153,235)	1.9515	2,2
Cebpg	Wwc1	-0.43777	48.49	-4.9E-01	rgb(111,153,236)	1.9515	2,2
Creb3l1	Perp	0.43777	48.49	0.491	rgb(222,123,124)	1.9515	2,2
Ets1	Cltb	-0.43777	48.49	-4.9E-01	rgb(111,152,236)	1.9515	None
Foxc1	Prss30	-0.43777	48.49	-4.9E-01	rgb(111,152,236)	1.9515	None
Foxo3	Gpr146	0.43777	48.49	0.487	rgb(222,124,125)	1.9515	2,2
Foxs1	Snapc1	-0.43777	48.49	-4.9E-01	rgb(112,153,235)	1.9515	2,2
Gata3	Emp3	-0.43777	48.49	-4.9E-01	rgb(110,152,236)	1.9515	2,2
Hif1a	Frem2	0.43777	48.49	0.488	rgb(222,124,125)	1.9515	2,2
Hmg20b	Tgoln1	-0.43777	48.49	-4.9E-01	rgb(110,152,236)	1.9515	2,2
Msc	Lmo7	0.43777	48.49	0.489	rgb(222,124,125)	1.9515	2,2
Pknox1	Mbtd1	0.43777	48.49	0.487	rgb(222,124,125)	1.9515	2,2
Pou6f1	Myh3	0.43777	48.49	0.49	rgb(222,123,124)	1.9515	2,2
Rfx2	Naglu	0.43777	48.49	0.491	rgb(222,123,124)	1.9515	2,2
Rfx2	Psd	0.43777	48.49	0.494	rgb(222,123,124)	1.9515	None
Sp100	Cep170	0.43777	48.49	0.49	rgb(222,123,124)	1.9515	2,2
Sp4	Zfp592	0.43777	48.49	0.485	rgb(222,124,125)	1.9515	None
Stat5b	Tbx21	0.43777	48.49	0.492	rgb(222,123,124)	1.9515	2,2
Klf6	Gng4	0.43777	48.49	0.488	rgb(222,124,125)	1.9515	2,2
Litaf	Atmin	0.43777	48.49	0.49	rgb(222,123,124)	1.9515	2,2
Peg3	B4galt6	0.43777	48.49	0.492	rgb(222,123,124)	1.9515	2,2
Prdm8	Akap2	0.43777	48.49	0.486	rgb(222,124,125)	1.9515	2,2
Sgsm2	Marcksl1	-0.43777	48.49	-4.9E-01	rgb(110,152,236)	1.9515	2,2
Skil	S1pr1	0.43777	48.49	0.49	rgb(222,123,124)	1.9515	2,2
St18	Sohlh1	0.43777	48.49	0.486	rgb(222,124,125)	1.9515	2,2
Zbtb46	Rnf135	0.43777	48.49	0.486	rgb(222,124,125)	1.9515	2,2
Zfp26	Creb1	0.43777	48.49	0.487	rgb(222,124,125)	1.9515	2,2
Zfp362	Mvp	-0.43777	48.49	-4.9E-01	rgb(110,152,236)	1.9515	2,2
Zfp532	Inhbb	0.43777	48.49	0.488	rgb(222,124,125)	1.9515	2,2
Zfp575	Cstf2t	-0.43777	48.49	-4.9E-01	rgb(111,153,236)	1.9515	2,2
Zfp369	Fasl	0.43777	48.49	0.357	rgb(221,149,149)	1.9515	2,2
E2f1	Tet3	0.43616	48.48	0.482	rgb(222,125,126)	1.9513	None
Elf1	Flot2	-0.43616	48.48	-4.8E-01	rgb(114,154,235)	1.9513	None
Etv6	Ahrr	-0.43616	48.48	-4.8E-01	rgb(113,153,235)	1.9513	None
Foxf2	Crispld2	-0.43616	48.48	-4.8E-01	rgb(114,154,235)	1.9513	2,2
Foxo1	Nfkb1	-0.43616	48.48	-4.8E-01	rgb(113,154,235)	1.9513	None
Gata2	Plxnc1	0.43616	48.48	0.479	rgb(222,126,126)	1.9513	None
Hesx1	Slc23a2	-0.43616	48.48	-4.8E-01	rgb(113,154,235)	1.9513	2,2
Heyl	Dhcr24	0.43616	48.48	0.48	rgb(222,125,126)	1.9513	2,2
Insm1	Tet3	0.43616	48.48	0.477	rgb(222,126,127)	1.9513	None
Irf2	Cog6	-0.43616	48.48	-4.8E-01	rgb(113,154,235)	1.9513	None
Irf8	Osr2	0.43616	48.48	0.48	rgb(222,125,126)	1.9513	2,2
Nr3c1	Il20rb	0.43616	48.48	0.48	rgb(222,125,126)	1.9513	None
Rel	Cdkn2a	0.43616	48.48	0.485	rgb(222,124,125)	1.9513	2,2
Rela	Sec14l1	-0.43616	48.48	-4.8E-01	rgb(113,154,235)	1.9513	None
Relb	Ptpn4	0.43616	48.48	0.483	rgb(222,125,126)	1.9513	2,2
Rfx3	Lamc1	0.43616	48.48	0.478	rgb(222,126,127)	1.9513	2,2
Rfx7	Rnf125	0.43616	48.48	0.479	rgb(222,125,126)	1.9513	None
Rxrb	Ppme1	0.43616	48.48	0.478	rgb(222,126,127)	1.9513	None
Six5	Zfp558	0.43616	48.48	0.485	rgb(222,124,125)	1.9513	None
Sox21	Pkdcc	-0.43616	48.48	-4.8E-01	rgb(112,153,235)	1.9513	2,2
Sp2	Eci2	0.43616	48.48	0.485	rgb(222,124,125)	1.9513	None
Stat5b	Cecr6	-0.43616	48.48	-4.8E-01	rgb(113,154,235)	1.9513	2,2
Trerf1	Eml1	0.43616	48.48	0.482	rgb(222,125,126)	1.9513	2,2
Zfp148	Atp6v0a1	-0.43616	48.48	-4.8E-01	rgb(113,153,235)	1.9513	None
Zscan10	Tnnt1	0.43616	48.48	0.484	rgb(222,125,126)	1.9513	None
Casz1	Cspg5	0.43616	48.48	0.48	rgb(222,125,126)	1.9513	2,2
Dzip1	Spib	0.43616	48.48	0.483	rgb(222,125,126)	1.9513	2,2
Prox2	Snapc1	-0.43616	48.48	-4.8E-01	rgb(112,153,235)	1.9513	2,2
Setdb2	Kcnj8	-0.43616	48.48	-4.8E-01	rgb(113,154,235)	1.9513	2,2
Tal2	Ubash3b	0.43616	48.48	0.483	rgb(222,125,126)	1.9513	2,2
Zbed3	Reps1	0.43616	48.48	0.485	rgb(222,124,125)	1.9513	2,2
Zfp276	Sun1	0.43616	48.48	0.48	rgb(222,125,126)	1.9513	2,2
Zfp277	Aste1	-0.43616	48.48	-4.8E-01	rgb(114,154,235)	1.9513	2,2
Zfp354c	Nphp3	0.43616	48.48	0.483	rgb(222,125,126)	1.9513	2,2
Zfp367	Helb	0.43616	48.48	0.478	rgb(222,126,127)	1.9513	2,2
Zfp52	Galc	0.43616	48.48	0.481	rgb(222,125,126)	1.9513	2,2
Zfp60	Uchl1	-0.43616	48.48	-4.8E-01	rgb(112,153,235)	1.9513	2,2
Zfp605	Ninj1	-0.43616	48.48	-4.8E-01	rgb(113,153,235)	1.9513	2,2
Zfp641	Pkdcc	0.43616	48.48	0.484	rgb(222,125,126)	1.9513	2,2
Zfp775	Lrfn1	0.43616	48.48	0.485	rgb(222,124,125)	1.9513	2,2
Arid2	Anxa2	0.43455	48.47	0.473	rgb(222,127,128)	1.9511	None
Arid5a	Fth1	-0.43455	48.47	-4.7E-01	rgb(116,155,235)	1.9511	2,2
Egr1	Fkbp9	0.43455	48.47	0.465	rgb(222,128,129)	1.9511	None
Ets2	Zfp239	-0.43455	48.47	-4.7E-01	rgb(116,155,235)	1.9511	2,2
Etv4	Trim69	-0.43455	48.47	-4.7E-01	rgb(115,155,235)	1.9511	2,2
Fosl1	Glcci1	-0.43455	48.47	-4.7E-01	rgb(115,155,235)	1.9511	None
Fosl2	Dock11	-0.43455	48.47	-4.7E-01	rgb(115,155,235)	1.9511	None
Foxh1	Gstm1	0.43455	48.47	0.469	rgb(222,128,128)	1.9511	2,2
Gli1	Trib2	0.43455	48.47	0.469	rgb(222,127,128)	1.9511	2,2
Isl2	Fkbp11	-0.43455	48.47	-4.7E-01	rgb(115,155,235)	1.9511	2,2
Mafb	Ina	-0.43455	48.47	-4.7E-01	rgb(115,155,235)	1.9511	2,2
Myc	Gnaq	0.43455	48.47	0.469	rgb(222,127,128)	1.9511	None
Nfat5	Sfxn5	0.43455	48.47	0.467	rgb(222,128,129)	1.9511	2,2
Ppard	Psph	0.43455	48.47	0.468	rgb(222,128,129)	1.9511	2,2
Prdm16	Ccdc141	-0.43455	48.47	-4.7E-01	rgb(115,155,235)	1.9511	2,2
Prox1	Tnfrsf25	-0.43455	48.47	-4.7E-01	rgb(116,156,235)	1.9511	2,2
Snai3	Bex1	-0.43455	48.47	-4.7E-01	rgb(114,155,235)	1.9511	2,2
Srf	Pappa2	-0.43455	48.47	-4.7E-01	rgb(115,155,235)	1.9511	2,2
Xbp1	Nfe2	0.43455	48.47	0.468	rgb(222,128,129)	1.9511	None
Casz1	Synpo	-0.43455	48.47	-4.7E-01	rgb(115,155,235)	1.9511	2,2
Cebpz	Mdn1	0.43455	48.47	0.466	rgb(222,128,129)	1.9511	2,2
Fbxl19	Uqcrq	-0.43455	48.47	-4.7E-01	rgb(114,155,235)	1.9511	2,2
Prdm8	Amph	0.43455	48.47	0.473	rgb(222,127,128)	1.9511	2,2
Scmh1	Lama5	-0.43455	48.47	-4.7E-01	rgb(116,155,235)	1.9511	2,2
St18	Pgr15l	0.43455	48.47	0.466	rgb(222,128,129)	1.9511	2,2
Terf1	Dhrs4	0.43455	48.47	0.469	rgb(222,127,128)	1.9511	2,2
Zfp608	Hspb7	-0.43455	48.47	-4.7E-01	rgb(115,155,235)	1.9511	2,2
Zfp608	Kcnj8	0.43455	48.47	0.474	rgb(222,126,127)	1.9511	2,2
Zfp653	Pigc	-0.43455	48.47	-4.7E-01	rgb(116,155,235)	1.9511	2,2
Zfp81	Gck	-0.43455	48.47	-4.7E-01	rgb(114,155,235)	1.9511	2,2
Zkscan17	Rabggta	0.43455	48.47	0.468	rgb(222,128,129)	1.9511	2,2
Klf10	H60c	0.43455	48.47	0.357	rgb(221,149,149)	1.9511	2,2
Klf11	H60c	0.43455	48.47	0.357	rgb(221,149,149)	1.9511	2,2
Mesp2	Larp1b	0.43455	48.47	0.357	rgb(221,149,149)	1.9511	2,2
Nr1h2	Thnsl1	0.43455	48.47	0.357	rgb(221,149,149)	1.9511	None
Bhlhe40	St3gal1	-0.43295	48.46	-4.6E-01	rgb(117,156,235)	1.9509	None
Cic	Mrc1	0.43295	48.46	0.456	rgb(222,130,131)	1.9509	2,2
E4f1	Ly6c1	0.43295	48.46	0.464	rgb(222,128,129)	1.9509	2,2
Elf1	Dock9	-0.43295	48.46	-4.6E-01	rgb(118,157,234)	1.9509	None
Etv6	Rps6	0.43295	48.46	0.458	rgb(222,130,131)	1.9509	None
Gata2	4833439L19Rik	0.43295	48.46	0.459	rgb(222,129,130)	1.9509	2,2
Gfi1	Fmnl2	0.43295	48.46	0.457	rgb(222,130,131)	1.9509	None
Glis1	Zfp324	-0.43295	48.46	-4.6E-01	rgb(116,156,235)	1.9509	2,2
Irf5	Ptpre	0.43295	48.46	0.459	rgb(222,129,130)	1.9509	None
Klf5	Prnp	0.43295	48.46	0.464	rgb(222,128,129)	1.9509	None
Mafg	Cep170	-0.43295	48.46	-4.6E-01	rgb(117,156,235)	1.9509	2,2
Meis2	Sh3kbp1	0.43295	48.46	0.465	rgb(222,128,129)	1.9509	None
Msx2	Etv1	0.43295	48.46	0.46	rgb(222,129,130)	1.9509	None
Nfatc2	Sgk1	-0.43295	48.46	-4.6E-01	rgb(117,156,235)	1.9509	2,2
Nfatc4	Lrp8	-0.43295	48.46	-4.6E-01	rgb(118,157,234)	1.9509	2,2
Ovol1	Kctd1	-0.43295	48.46	-4.6E-01	rgb(117,156,235)	1.9509	2,2
Plag1	Lrfn1	0.43295	48.46	0.456	rgb(222,130,131)	1.9509	None
Plagl2	Wdr1	0.43295	48.46	0.461	rgb(222,129,130)	1.9509	2,2
Pou2af1	Cd200r3	0.43295	48.46	0.463	rgb(222,129,130)	1.9509	None
Ppard	Cdkl5	-0.43295	48.46	-4.6E-01	rgb(116,156,235)	1.9509	2,2
Ppard	Zfp750	-0.43295	48.46	-4.6E-01	rgb(117,156,234)	1.9509	2,2
Prrx1	Il3	0.43295	48.46	0.464	rgb(222,128,129)	1.9509	2,2
Rara	Map4k5	-0.43295	48.46	-4.6E-01	rgb(118,157,234)	1.9509	None
Rreb1	Ly96	0.43295	48.46	0.459	rgb(222,129,130)	1.9509	None
Rxrb	Sema6b	0.43295	48.46	0.459	rgb(222,129,130)	1.9509	2,2
Six4	Cd9	-0.43295	48.46	-4.6E-01	rgb(118,157,234)	1.9509	2,2
Six4	Pdlim4	-0.43295	48.46	-4.6E-01	rgb(117,156,234)	1.9509	2,2
Sp110	Btbd3	-0.43295	48.46	-4.6E-01	rgb(118,157,234)	1.9509	2,2
Stat4	Ngf	0.43295	48.46	0.459	rgb(222,129,130)	1.9509	2,2
Thra	Ifit3	-0.43295	48.46	-4.6E-01	rgb(117,156,235)	1.9509	2,2
Trp73	Insl5	0.43295	48.46	0.463	rgb(222,129,130)	1.9509	2,2
Zfp148	Ptger4	-0.43295	48.46	-4.6E-01	rgb(116,156,235)	1.9509	None
Zfp263	Trove2	0.43295	48.46	0.462	rgb(222,129,130)	1.9509	None
Zkscan1	Actn2	0.43295	48.46	0.463	rgb(222,128,129)	1.9509	2,2
Akna	Psd2	0.43295	48.46	0.459	rgb(222,129,130)	1.9509	2,2
